model,patient,threshold,fp_per_hour,sensitivity,precision
logistic,18,0.5746075041794952,138.68592860119463,0.6598401598401599,0.34608331150117894
logistic,18,0.5735321815544209,139.9638838727601,0.6598401598401599,0.34401041666666665
logistic,18,0.5734499684665294,139.9638838727601,0.6603396603396603,0.3441812028117678
logistic,18,0.5729536278910954,140.4083900541742,0.6603396603396603,0.3434658352818914
logistic,18,0.5729084512767845,140.4083900541742,0.6608391608391608,0.34363636363636363
logistic,18,0.5728896744179526,140.46395332685097,0.6608391608391608,0.3435471306154246
logistic,18,0.5727225339919991,140.46395332685097,0.6613386613386614,0.34371754932502596
logistic,18,0.5724286064957388,140.85289623558828,0.6613386613386614,0.34309406582016067
logistic,18,0.5724188574744745,140.85289623558828,0.6618381618381618,0.3432642487046632
logistic,18,0.572378616443939,141.01958605361858,0.6618381618381618,0.3429976702045043
logistic,18,0.572341555622845,141.01958605361858,0.6623376623376623,0.34316770186335405
logistic,18,0.5718278139872129,141.51965550770942,0.6623376623376623,0.3423702556158017
logistic,18,0.5717551570550241,141.51965550770942,0.6628371628371629,0.3425400103252452
logistic,18,0.5703659475412767,142.85317405195167,0.6628371628371629,0.340430990251411
logistic,18,0.5703133394174374,142.85317405195167,0.6633366633366633,0.3406001538856117
logistic,18,0.56876355325891,144.631198777608,0.6633366633366633,0.33782752480284917
logistic,18,0.5687146665294913,144.631198777608,0.6638361638361638,0.33799593082400814
logistic,18,0.568593778235324,144.79788859563828,0.6638361638361638,0.33773824650571793
logistic,18,0.5685760814665478,144.79788859563828,0.6643356643356644,0.33790650406504064
logistic,18,0.5671932412077592,146.6314765939714,0.6643356643356644,0.3350970017636684
logistic,18,0.5671467249929932,146.6314765939714,0.6648351648351648,0.335264483627204
logistic,18,0.5653110963703065,149.13182386442563,0.6648351648351648,0.3315068493150685
logistic,18,0.5652959032220013,149.13182386442563,0.6653346653346653,0.33167330677290835
logistic,18,0.5624184310472218,151.40991804417283,0.6653346653346653,0.3283214197683017
logistic,18,0.5623124315539261,151.40991804417283,0.6658341658341659,0.3284869393790044
logistic,18,0.562141518557877,151.63217113487985,0.6658341658341659,0.32816346627277204
logistic,18,0.5621281537793663,151.63217113487985,0.6663336663336663,0.32832882106817624
logistic,18,0.5618246100747429,152.18780386164747,0.6663336663336663,0.3275227105327768
logistic,18,0.5618244108039019,152.18780386164747,0.6668331668331668,0.3276877761413844
logistic,18,0.5615366041055672,152.79899986109183,0.6668331668331668,0.3268053855569155
logistic,18,0.5614691861779514,152.79899986109183,0.6678321678321678,0.32713481771470515
logistic,18,0.5595129289351759,155.02153076816225,0.6678321678321678,0.32396413859946693
logistic,18,0.5595120896302698,155.02153076816225,0.6683316683316683,0.3241279069767442
logistic,18,0.557686442706996,156.7995554938186,0.6683316683316683,0.3216346153846154
logistic,18,0.5576802382635968,156.7995554938186,0.6688311688311688,0.3217976447969238
logistic,18,0.5576778010508815,156.85511876649537,0.6688311688311688,0.3217203267659779
logistic,18,0.5576759236109984,156.85511876649537,0.6693306693306693,0.32188325726639444
logistic,18,0.5568744047644142,157.79969440200028,0.6693306693306693,0.32057416267942584
logistic,18,0.5568174101792864,157.79969440200028,0.6698301698301699,0.32073666586940924
logistic,18,0.555909757062059,159.0776496735658,0.6698301698301699,0.31898192197906755
logistic,18,0.5559048017955609,159.0776496735658,0.6703296703296703,0.3191438763376932
logistic,18,0.5556858386008332,159.57771912765662,0.6703296703296703,0.31846226862838156
logistic,18,0.5555878896719747,159.57771912765662,0.6708291708291708,0.31862396204033216
logistic,18,0.553894756688853,161.80025003472707,0.6708291708291708,0.3156286721504113
logistic,18,0.5537799457562743,161.80025003472707,0.6713286713286714,0.3157894736842105
logistic,18,0.5532613845261506,162.46700930684818,0.6713286713286714,0.3149015932521087
logistic,18,0.5532568469707505,162.46700930684818,0.6718281718281718,0.3150620754275006
logistic,18,0.552584978075284,163.3004583969996,0.6718281718281718,0.31395891690009337
logistic,18,0.5525716969547714,163.3004583969996,0.6723276723276723,0.3141190198366394
logistic,18,0.5500115517254747,167.02319766634255,0.6723276723276723,0.3092830882352941
logistic,18,0.5499995906361531,167.02319766634255,0.6728271728271729,0.3094417643004824
logistic,18,0.5498533592703599,167.18988748437283,0.6728271728271729,0.30922865013774103
logistic,18,0.5498530747114959,167.18988748437283,0.6733266733266733,0.30938719302272205
logistic,18,0.549195015896735,167.91221002917072,0.6733266733266733,0.30846681922196795
logistic,18,0.5491765026645747,167.91221002917072,0.6738261738261738,0.3086250285975749
logistic,18,0.5471232007998873,170.0791776635644,0.6738261738261738,0.3058956916099773
logistic,18,0.5470496577168574,170.0791776635644,0.6743256743256744,0.3060530491951938
logistic,18,0.5464438365861983,171.13487984442284,0.6743256743256744,0.3047404063205418
logistic,18,0.5463702592679074,171.13487984442284,0.6748251748251748,0.3048973143759874
logistic,18,0.5458402342662966,171.7460758438672,0.6748251748251748,0.3041422782530392
logistic,18,0.5458294713687838,171.7460758438672,0.6753246753246753,0.304298897141571
logistic,18,0.5455584350864584,171.96832893457426,0.6753246753246753,0.30402518551832697
logistic,18,0.5454192132136372,171.96832893457426,0.6763236763236763,0.30433805349516746
logistic,18,0.5448133771060872,173.07959438810948,0.6763236763236763,0.3029760572835086
logistic,18,0.5447493888138064,173.07959438810948,0.6768231768231768,0.30313199105145416
logistic,18,0.5442801462758842,173.91304347826087,0.6768231768231768,0.30211817168338906
logistic,18,0.5442614361489179,173.91304347826087,0.6773226773226774,0.30227374052608114
logistic,18,0.5434713662837668,174.85761911376582,0.6773226773226774,0.3011325782811459
logistic,18,0.5434032283428316,174.85761911376582,0.6778221778221778,0.30128774422735344
logistic,18,0.5411904495944043,177.135713293513,0.6778221778221778,0.29856985698569855
logistic,18,0.5411839657713835,177.135713293513,0.6783216783216783,0.2987241531016278
logistic,18,0.5411452284014973,177.24683983886652,0.6783216783216783,0.2985927880386983
logistic,18,0.5410936183195543,177.24683983886652,0.6788211788211789,0.29874697735766104
logistic,18,0.5406991517398524,177.52465620225033,0.6788211788211789,0.2984189723320158
logistic,18,0.5405827048054256,177.52465620225033,0.6798201798201798,0.29872695346795436
logistic,18,0.5397326600068172,178.63592165578555,0.6798201798201798,0.29742132867132864
logistic,18,0.5397254328256336,178.63592165578555,0.6803196803196803,0.2975748306751147
logistic,18,0.5397054344140456,178.6914849284623,0.6803196803196803,0.29750982961992134
logistic,18,0.5396432023913477,178.6914849284623,0.6808191808191808,0.2976632452500546
logistic,18,0.5392181562476889,179.52493401861372,0.6808191808191808,0.29669133652590335
